Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1840000,1.2927392,3.4954858,999.0,37.76284050941467,37.76284050941467,1.0
1850000,1.2922863,3.4270408,999.0,34.65415639989078,34.65415639989078,1.0
1860000,1.290615,3.4799614,999.0,36.544186397032306,36.544186397032306,1.0
1870000,1.2901998,3.4624038,999.0,37.63297741753714,37.63297741753714,1.0
1880000,1.2871954,3.5419502,999.0,34.103245322903,34.103245322903,1.0
1890000,1.2871954,3.4800828,999.0,36.392955427820034,36.392955427820034,1.0
1900000,1.285877,3.5994427,999.0,39.37297895976475,39.37297895976475,1.0
1910000,1.2858493,3.562526,999.0,34.517265851298966,34.517265851298966,1.0
1920000,1.2849537,3.5098176,999.0,35.0909940874712,35.0909940874712,1.0
1930000,1.2848508,3.6036465,999.0,40.79483228496143,40.79483228496143,1.0
1940000,1.2844815,3.550877,999.0,36.76252339283625,36.76252339283625,1.0
1950000,1.2844102,3.637062,999.0,37.55104800245979,37.55104800245979,1.0
1960000,1.2841426,3.618772,999.0,42.12775639125279,42.12775639125279,1.0
1970000,1.2840174,3.5839634,999.0,38.7397866944472,38.7397866944472,1.0
1980000,1.2834893,3.5840364,999.0,37.66187280416489,37.66187280416489,1.0
1990000,1.2831266,3.6514199,999.0,39.959734780447825,39.959734780447825,1.0
2000000,1.2817992,3.686814,999.0,42.023727824290596,42.023727824290596,1.0
2010000,1.2805308,3.6880252,999.0,39.67145499316129,39.67145499316129,1.0
2020000,1.2798816,3.699279,999.0,35.29151947157724,35.29151947157724,1.0
2030000,1.2789643,3.7590644,999.0,41.996661553780235,41.996661553780235,1.0
2040000,1.2787861,3.7583172,999.0,39.132178176533095,39.132178176533095,1.0
2050000,1.2783241,3.7662392,999.0,41.67644122668675,41.67644122668675,1.0
2060000,1.2779155,3.818517,999.0,39.65031083673239,39.65031083673239,1.0
2070000,1.2763678,3.8894506,999.0,41.34748448025096,41.34748448025096,1.0
2080000,1.2761314,3.8171837,999.0,36.21790599822998,36.21790599822998,1.0
2090000,1.2744484,3.940897,999.0,39.46334024767081,39.46334024767081,1.0
2100000,1.2744484,3.863379,999.0,37.40189675038511,37.40189675038511,1.0
2110000,1.272321,3.9541893,999.0,40.64931247064045,40.64931247064045,1.0
2120000,1.272272,3.8764374,999.0,39.30818538119396,39.30818538119396,1.0
2130000,1.2708122,3.7987351,999.0,34.14240095832131,34.14240095832131,1.0
2140000,1.270651,3.9744732,999.0,41.40839977349554,41.40839977349554,1.0
2150000,1.270378,4.017935,999.0,40.402127673228584,40.402127673228584,1.0
2160000,1.2703292,4.047265,999.0,43.764723561026834,43.764723561026834,1.0
2170000,1.2698023,4.022519,999.0,37.71060687303543,37.71060687303543,1.0
2180000,1.2695563,4.065078,999.0,40.488748639822006,40.488748639822006,1.0
2190000,1.2685388,4.065,999.0,38.35780157047239,38.35780157047239,1.0
2200000,1.2678419,4.0336785,999.0,38.14835843018123,38.14835843018123,1.0
2210000,1.2671585,4.025827,999.0,42.45784662167231,42.45784662167231,1.0
2220000,1.2665278,4.0724993,999.0,44.06405286355452,44.06405286355452,1.0
2230000,1.2659531,4.0536585,999.0,44.37598167146955,44.37598167146955,1.0
2240000,1.2651265,4.128836,999.0,37.58124166727066,37.58124166727066,1.0
2250000,1.2649429,4.2346277,999.0,44.87828848578713,44.87828848578713,1.0
2260000,1.2644557,4.1244364,999.0,39.29899035181318,39.29899035181318,1.0
2270000,1.2642277,4.169407,999.0,40.38134296486775,40.38134296486775,1.0
2280000,1.2633779,4.1311903,999.0,38.21676091985269,38.21676091985269,1.0
2290000,1.2630774,4.150381,999.0,42.74744070002011,42.74744070002011,1.0
2300000,1.2609507,4.175153,999.0,41.71160917977492,41.71160917977492,1.0
2310000,1.2609507,4.1509185,999.0,42.76874170520089,42.76874170520089,1.0
2320000,1.2579886,4.2201724,999.0,45.072197335106985,45.072197335106985,1.0
2330000,1.2579238,4.1623745,999.0,43.51660001774629,43.51660001774629,1.0
2340000,1.2562443,4.2020674,999.0,43.270554845983334,43.270554845983334,1.0
2350000,1.2560598,4.2455974,999.0,40.080355840069906,40.080355840069906,1.0
2360000,1.2555697,4.142492,999.0,42.001260509093605,42.001260509093605,1.0
2370000,1.2554646,4.2177763,999.0,40.21179801225662,40.21179801225662,1.0
2380000,1.2541837,4.1995897,999.0,45.06183116776602,45.06183116776602,1.0
2390000,1.2536013,4.2341824,999.0,43.19750890632471,43.19750890632471,1.0
2400000,1.2527542,4.163638,999.0,38.611209664832465,38.611209664832465,1.0
2410000,1.2521689,4.1804123,999.0,42.120598026684355,42.120598026684355,1.0
2420000,1.2516208,4.213958,999.0,44.45511367420355,44.45511367420355,1.0
2430000,1.2511019,4.149192,999.0,40.49786013093862,40.49786013093862,1.0
2440000,1.2511686,4.0838985,999.0,40.421808174678254,40.421808174678254,1.0
2450000,1.2512797,4.303151,999.0,47.64244508743286,47.64244508743286,1.0
2460000,1.2512343,4.152862,999.0,41.55555937506936,41.55555937506936,1.0
2470000,1.251105,4.222936,999.0,45.0674820286887,45.0674820286887,1.0
2480000,1.2506651,4.3100634,999.0,46.76484046379725,46.76484046379725,1.0
2490000,1.2490462,4.2950234,999.0,45.6559250571511,45.6559250571511,1.0
2500000,1.2488025,4.2095656,999.0,38.496003815105986,38.496003815105986,1.0
2510000,1.2470798,4.289741,999.0,43.40516842529178,43.40516842529178,1.0
2520000,1.2470798,4.261883,999.0,43.942243879491635,43.942243879491635,1.0
2530000,1.2448936,4.2552147,999.0,42.947063531194416,42.947063531194416,1.0
2540000,1.2448386,4.3536544,999.0,44.89521979292234,44.89521979292234,1.0
2550000,1.2426347,4.3563633,999.0,43.986478090286255,43.986478090286255,1.0
2560000,1.2423815,4.3298717,999.0,41.84459679467337,41.84459679467337,1.0
2570000,1.2397606,4.369684,999.0,42.911431734760605,42.911431734760605,1.0
2580000,1.239229,4.3802233,999.0,43.35882140289653,43.35882140289653,1.0
2590000,1.236758,4.4771852,999.0,48.231821639197214,48.231821639197214,1.0
2600000,1.2356471,4.351362,999.0,43.06253336866697,43.06253336866697,1.0
2610000,1.2341598,4.3573046,999.0,42.92248769239946,42.92248769239946,1.0
2620000,1.2331555,4.4680367,999.0,46.02543253558023,46.02543253558023,1.0
2630000,1.2323387,4.399644,999.0,44.70706916848818,44.70706916848818,1.0
2640000,1.2315767,4.385222,999.0,42.610714717344806,42.610714717344806,1.0
2650000,1.2305428,4.472493,999.0,43.16738180283989,43.16738180283989,1.0
2660000,1.2290637,4.4291334,999.0,45.76622452835242,45.76622452835242,1.0
2670000,1.2284659,4.414137,999.0,45.65441067110408,45.65441067110408,1.0
2680000,1.2269133,4.354036,999.0,46.47310868331364,46.47310868331364,1.0
2690000,1.2264076,4.321597,999.0,39.34976410865784,39.34976410865784,1.0
2700000,1.2245663,4.5144663,999.0,44.60807732018557,44.60807732018557,1.0
2710000,1.2244301,4.4674234,999.0,43.39448476263455,43.39448476263455,1.0
2720000,1.223469,4.550315,999.0,44.737978701790176,44.737978701790176,1.0
2730000,1.223469,4.531833,999.0,43.94203683496876,43.94203683496876,1.0
2740000,1.2234704,4.477952,999.0,44.618533653872355,44.618533653872355,1.0
2750000,1.2234727,4.3381004,999.0,37.225376346458994,37.225376346458994,1.0
2760000,1.2219342,4.4047785,999.0,42.09166285666552,42.09166285666552,1.0
2770000,1.2217448,4.443036,999.0,40.357356258801055,40.357356258801055,1.0
2780000,1.220306,4.478223,999.0,45.335251197218895,45.335251197218895,1.0
2790000,1.2200229,4.422985,999.0,43.53712211955678,43.53712211955678,1.0
2800000,1.2189418,4.3523197,999.0,46.3755752997739,46.3755752997739,1.0
2810000,1.2184544,4.4680605,999.0,39.81787066658338,39.81787066658338,1.0
2820000,1.2188072,4.3354754,999.0,43.15177986838601,43.15177986838601,1.0
2830000,1.2190558,4.442895,999.0,42.84987466675894,42.84987466675894,1.0
2840000,1.2176923,4.3255816,999.0,42.27910181879997,42.27910181879997,1.0
2850000,1.2163675,4.2976804,999.0,44.68220175396312,44.68220175396312,1.0
2860000,1.215898,4.4263926,999.0,46.929857867104666,46.929857867104666,1.0
2870000,1.2152436,4.2727423,999.0,40.846553444862366,40.846553444862366,1.0
2880000,1.214718,4.371113,999.0,44.26463307033885,44.26463307033885,1.0
2890000,1.2133553,4.3788476,999.0,46.00097388880594,46.00097388880594,1.0
2900000,1.2130463,4.2643743,999.0,42.326756159464516,42.326756159464516,1.0
2910000,1.2119082,4.2239046,999.0,41.3746194189245,41.3746194189245,1.0
2920000,1.2117277,4.324848,999.0,38.99810059155737,38.99810059155737,1.0
2930000,1.210434,4.2289386,999.0,42.62368667125702,42.62368667125702,1.0
2940000,1.210434,4.316787,999.0,45.2638539834456,45.2638539834456,1.0
2950000,1.2083896,4.3763704,999.0,46.77183028629848,46.77183028629848,1.0
2960000,1.2083361,4.3317137,999.0,47.327721099058785,47.327721099058785,1.0
2970000,1.2072332,4.4340296,999.0,46.11333204399455,46.11333204399455,1.0
2980000,1.2071077,4.3866935,999.0,42.86240451676505,42.86240451676505,1.0
2990000,1.2051228,4.346541,999.0,45.096588949362435,45.096588949362435,1.0
3000000,1.2047149,4.3447657,999.0,45.60146951675415,45.60146951675415,1.0
3010000,1.203925,4.532805,999.0,52.49292891366141,52.49292891366141,1.0
3020000,1.2035712,4.4825196,999.0,51.097627917925514,51.097627917925514,1.0
3030000,1.2030396,4.4919763,999.0,46.79412124238231,46.79412124238231,1.0
3040000,1.2026787,4.564325,999.0,50.478342056274414,50.478342056274414,1.0
3050000,1.2023876,4.5340757,999.0,50.113848408063255,50.113848408063255,1.0
3060000,1.2021152,4.5374613,999.0,42.022170727903195,42.022170727903195,1.0
3070000,1.2023503,4.549133,999.0,46.7238256590707,46.7238256590707,1.0
3080000,1.2026842,4.4907885,999.0,43.10974288235108,43.10974288235108,1.0
3090000,1.2024626,4.5809336,999.0,42.49997095628218,42.49997095628218,1.0
3100000,1.2018731,4.60232,999.0,47.50885772705078,47.50885772705078,1.0
3110000,1.2015803,4.550407,999.0,47.26025362809499,47.26025362809499,1.0
3120000,1.2004832,4.412126,999.0,38.600618535822086,38.600618535822086,1.0
3130000,1.200316,4.613623,999.0,46.35591639791216,46.35591639791216,1.0
3140000,1.1991615,4.5198946,999.0,47.02959364652634,47.02959364652634,1.0
3150000,1.1991615,4.3358793,999.0,40.24772704189474,40.24772704189474,1.0
3160000,1.1981608,4.6426697,999.0,46.44075566530228,46.44075566530228,1.0
3170000,1.1981379,4.6041365,999.0,47.98756494124731,47.98756494124731,1.0
3180000,1.1980102,4.5191207,999.0,46.21925965222445,46.21925965222445,1.0
3190000,1.1979979,4.6518493,999.0,44.98682904243469,44.98682904243469,1.0
3200000,1.1976295,4.661236,999.0,47.87903548280398,47.87903548280398,1.0
3210000,1.1975542,4.6566343,999.0,50.370690958743744,50.370690958743744,1.0
3220000,1.1959059,4.524923,999.0,41.47799348831177,41.47799348831177,1.0
3230000,1.1951497,4.691638,999.0,47.03913833697637,47.03913833697637,1.0
3240000,1.1943791,4.53055,999.0,46.07978285442699,46.07978285442699,1.0
3250000,1.1938581,4.741849,999.0,49.286655851772856,49.286655851772856,1.0
3260000,1.1933777,4.663034,999.0,50.66146844625473,50.66146844625473,1.0
3270000,1.1929283,4.6930246,999.0,47.11149648102847,47.11149648102847,1.0
3280000,1.1920905,4.695208,999.0,53.1275862966265,53.1275862966265,1.0
3290000,1.190885,4.520435,999.0,44.00847789645195,44.00847789645195,1.0
3300000,1.190809,4.6629424,999.0,49.330213487148285,49.330213487148285,1.0
3310000,1.1906377,4.6335497,999.0,43.14244026797159,43.14244026797159,1.0
3320000,1.1901649,4.6977677,999.0,46.975297232468925,46.975297232468925,1.0
3330000,1.1883781,4.622224,999.0,45.20547795295715,45.20547795295715,1.0
3340000,1.1882244,4.662381,999.0,43.289477565458846,43.289477565458846,1.0
3350000,1.1871955,4.736965,999.0,47.44358866289258,47.44358866289258,1.0
3360000,1.1871955,4.7140656,999.0,49.040249049663544,49.040249049663544,1.0
3370000,1.1859132,4.7964168,999.0,47.37666661398752,47.37666661398752,1.0
3380000,1.1858795,4.6758623,999.0,46.80954420566559,46.80954420566559,1.0
3390000,1.1845689,4.740217,999.0,45.814502981576055,45.814502981576055,1.0
3400000,1.1844246,4.8514323,999.0,47.69975207533155,47.69975207533155,1.0
3410000,1.1824582,4.8061295,999.0,50.1428827047348,50.1428827047348,1.0
3420000,1.182062,4.8526573,999.0,49.30191127380187,49.30191127380187,1.0
3430000,1.1811674,4.9393864,999.0,53.52063149213791,53.52063149213791,1.0
3440000,1.1807642,4.799891,999.0,47.760451878110565,47.760451878110565,1.0
3450000,1.1806903,4.8225737,999.0,46.64362226832997,46.64362226832997,1.0
3460000,1.1806456,4.6711555,999.0,38.13004982471466,38.13004982471466,1.0
3470000,1.1807874,4.7020235,999.0,43.29857769173881,43.29857769173881,1.0
3480000,1.1809237,4.8703623,999.0,49.82148799300194,49.82148799300194,1.0
3490000,1.1808624,4.8367414,999.0,47.19046693188803,47.19046693188803,1.0
3500000,1.1807661,4.8022947,999.0,46.64108728369077,46.64108728369077,1.0
3510000,1.1806904,4.8430877,999.0,48.5348906733773,48.5348906733773,1.0
3520000,1.1804731,4.818019,999.0,47.65656048910959,47.65656048910959,1.0
3530000,1.180118,4.663133,999.0,44.332084072443344,44.332084072443344,1.0
3540000,1.1787994,4.651865,999.0,45.33286961642179,45.33286961642179,1.0
